date,period,price
2020-04-11 00:00:00,13-14,3.25
2020-04-11 00:00:00,14-15,-0.07
2020-04-11 00:00:00,15-16,2.32
2020-04-11 00:00:00,16-17,7.47
2020-04-11 00:00:00,17-18,11.98
2020-04-11 00:00:00,18-19,19.48
2020-04-11 00:00:00,19-20,23.26
2020-04-11 00:00:00,20-21,23.56
2020-04-11 00:00:00,21-22,21.46
2020-04-11 00:00:00,22-23,19.69
2020-04-11 00:00:00,23-24,19.28
2020-04-10 00:00:00,00-01,21.55
2020-04-10 00:00:00,01-02,20.5
2020-04-10 00:00:00,02-03,19.09
2020-04-10 00:00:00,03-04,18.76
2020-04-10 00:00:00,04-05,18.54
2020-04-10 00:00:00,05-06,19.09
2020-04-10 00:00:00,06-07,21.44
2020-04-10 00:00:00,07-08,21.81
2020-04-10 00:00:00,08-09,21.64
2020-04-10 00:00:00,09-10,16.59
2020-04-10 00:00:00,10-11,11.14
2020-04-10 00:00:00,11-12,10.08
2020-04-10 00:00:00,12-13,9.88
2020-04-10 00:00:00,13-14,5.5
2020-04-10 00:00:00,14-15,3.95
2020-04-10 00:00:00,15-16,6.24
2020-04-10 00:00:00,16-17,9.11
2020-04-10 00:00:00,17-18,17.35
2020-04-10 00:00:00,18-19,24.54
2020-04-10 00:00:00,19-20,26.04
2020-04-10 00:00:00,20-21,25.32
2020-04-10 00:00:00,21-22,24.34
2020-04-10 00:00:00,22-23,25.59
2020-04-10 00:00:00,23-24,23.81
2020-04-09 00:00:00,00-01,22.52
2020-04-09 00:00:00,01-02,21.8
2020-04-09 00:00:00,02-03,21.27
2020-04-09 00:00:00,03-04,20.87
2020-04-09 00:00:00,04-05,20.98
2020-04-09 00:00:00,05-06,22.58
2020-04-09 00:00:00,06-07,26.35
2020-04-09 00:00:00,07-08,25.94
2020-04-09 00:00:00,08-09,26.16
2020-04-09 00:00:00,09-10,22.2
2020-04-09 00:00:00,10-11,18.8
2020-04-09 00:00:00,11-12,17.03
2020-04-09 00:00:00,12-13,16.1
2020-04-09 00:00:00,13-14,13.27
2020-04-09 00:00:00,14-15,11.98
2020-04-09 00:00:00,15-16,13.04
2020-04-09 00:00:00,16-17,14.63
2020-04-09 00:00:00,17-18,19.75
2020-04-09 00:00:00,18-19,24.09
2020-04-09 00:00:00,19-20,25.66
2020-04-09 00:00:00,20-21,24.52
2020-04-09 00:00:00,21-22,23.4
2020-04-09 00:00:00,22-23,22.11
2020-04-09 00:00:00,23-24,22.01
2020-04-07 00:00:00,00-01,21.79
2020-04-07 00:00:00,01-02,20.05
2020-04-07 00:00:00,02-03,20.39
2020-04-07 00:00:00,03-04,20.11
2020-04-07 00:00:00,04-05,20.13
2020-04-07 00:00:00,05-06,21.89
2020-04-07 00:00:00,06-07,26.95
2020-04-07 00:00:00,07-08,27.03
2020-04-07 00:00:00,08-09,26.83
2020-04-07 00:00:00,09-10,22.94
2020-04-07 00:00:00,10-11,17.86
2020-04-07 00:00:00,11-12,16.17
2020-04-07 00:00:00,12-13,15.53
2020-04-07 00:00:00,13-14,12.47
2020-04-07 00:00:00,14-15,12.02
2020-04-07 00:00:00,15-16,12.79
2020-04-07 00:00:00,16-17,14.47
2020-04-07 00:00:00,17-18,19.72
2020-04-07 00:00:00,18-19,24.5
2020-04-07 00:00:00,19-20,26.47
2020-04-07 00:00:00,20-21,25.97
2020-04-07 00:00:00,21-22,21.68
2020-04-07 00:00:00,22-23,21.75
2020-04-07 00:00:00,23-24,19.9
2020-04-06 00:00:00,00-01,15.67
2020-04-06 00:00:00,01-02,13.1
2020-04-06 00:00:00,02-03,13.95
2020-04-06 00:00:00,03-04,10.36
2020-04-06 00:00:00,04-05,10.99
2020-04-06 00:00:00,05-06,14.39
2020-04-06 00:00:00,06-07,19.24
2020-04-06 00:00:00,07-08,22.07
2020-04-06 00:00:00,08-09,22.1
2020-04-06 00:00:00,09-10,19.12
2020-04-06 00:00:00,10-11,15.2
2020-04-06 00:00:00,11-12,14.42
2020-04-06 00:00:00,12-13,13.01
2020-04-06 00:00:00,13-14,9.85
2020-04-06 00:00:00,14-15,9.06
2020-04-06 00:00:00,15-16,9.9
2020-04-06 00:00:00,16-17,13.69
2020-04-06 00:00:00,17-18,19.59
2020-04-06 00:00:00,18-19,25.28
2020-04-06 00:00:00,19-20,29
2020-04-06 00:00:00,20-21,29.18
2020-04-06 00:00:00,21-22,26.44
2020-04-06 00:00:00,22-23,24.99
2020-04-06 00:00:00,23-24,23.83
2020-04-05 00:00:00,00-01,18.94
2020-04-05 00:00:00,01-02,17.08
2020-04-05 00:00:00,02-03,16.59
2020-04-05 00:00:00,03-04,15.7
2020-04-05 00:00:00,04-05,15.73
2020-04-05 00:00:00,05-06,15.63
2020-04-05 00:00:00,06-07,16.09
2020-04-05 00:00:00,07-08,15.39
2020-04-05 00:00:00,08-09,14
2020-04-05 00:00:00,09-10,11.03
2020-04-05 00:00:00,10-11,0.9
2020-04-05 00:00:00,11-12,-2.64
2020-04-05 00:00:00,12-13,-12.65
2020-04-05 00:00:00,13-14,-24.96
2020-04-05 00:00:00,14-15,-44.56
2020-04-05 00:00:00,15-16,-38.94
2020-04-05 00:00:00,16-17,-6.73
2020-04-05 00:00:00,17-18,6.01
2020-04-05 00:00:00,18-19,14.13
2020-04-05 00:00:00,19-20,17.34
2020-04-05 00:00:00,20-21,18.48
2020-04-05 00:00:00,21-22,16.38
2020-04-05 00:00:00,22-23,15.8
2020-04-05 00:00:00,23-24,16.3
2020-04-04 00:00:00,00-01,26.28
2020-04-04 00:00:00,01-02,24.54
2020-04-04 00:00:00,02-03,23.53
2020-04-04 00:00:00,03-04,22.45
2020-04-04 00:00:00,04-05,21.99
2020-04-04 00:00:00,05-06,21.92
2020-04-04 00:00:00,06-07,23.62
2020-04-04 00:00:00,07-08,23.08
2020-04-04 00:00:00,08-09,22.07
2020-04-04 00:00:00,09-10,19.49
2020-04-04 00:00:00,10-11,15.15
2020-04-04 00:00:00,11-12,12.2
2020-04-04 00:00:00,12-13,12.37
2020-04-04 00:00:00,13-14,9.92
2020-04-04 00:00:00,14-15,9.03
2020-04-04 00:00:00,15-16,10.44
2020-04-04 00:00:00,16-17,14.1
2020-04-04 00:00:00,17-18,16.21
2020-04-04 00:00:00,18-19,24.99
2020-04-04 00:00:00,19-20,26.29
2020-04-04 00:00:00,20-21,25.2
2020-04-04 00:00:00,21-22,22.34
2020-04-04 00:00:00,22-23,22.37
2020-04-04 00:00:00,23-24,20.57
2020-04-03 00:00:00,00-01,23.98
2020-04-03 00:00:00,01-02,22.98
2020-04-03 00:00:00,02-03,21.92
2020-04-03 00:00:00,03-04,21.7
2020-04-03 00:00:00,04-05,21.19
2020-04-03 00:00:00,05-06,21.42
2020-04-03 00:00:00,06-07,24.67
2020-04-03 00:00:00,07-08,26.31
2020-04-03 00:00:00,08-09,26.91
2020-04-03 00:00:00,09-10,24.69
2020-04-03 00:00:00,10-11,22.91
2020-04-03 00:00:00,11-12,21.85
2020-04-03 00:00:00,12-13,20.78
2020-04-03 00:00:00,13-14,17.93
2020-04-03 00:00:00,14-15,16.27
2020-04-03 00:00:00,15-16,16.72
2020-04-03 00:00:00,16-17,17.18
2020-04-03 00:00:00,17-18,21.06
2020-04-03 00:00:00,18-19,25.82
2020-04-03 00:00:00,19-20,28.58
2020-04-03 00:00:00,20-21,28.67
2020-04-03 00:00:00,21-22,26.96
2020-04-03 00:00:00,22-23,27.78
2020-04-03 00:00:00,23-24,27.53
2020-04-02 00:00:00,00-01,25.13
2020-04-02 00:00:00,01-02,24.85
2020-04-02 00:00:00,02-03,23.47
2020-04-02 00:00:00,03-04,22.1
2020-04-02 00:00:00,04-05,21.9
2020-04-02 00:00:00,05-06,24.94
2020-04-02 00:00:00,06-07,26.67
2020-04-02 00:00:00,07-08,28.09
2020-04-02 00:00:00,08-09,28.23
2020-04-02 00:00:00,09-10,25.35
2020-04-02 00:00:00,10-11,21.86
2020-04-02 00:00:00,11-12,19.73
2020-04-02 00:00:00,12-13,18.56
2020-04-02 00:00:00,13-14,16.25
2020-04-02 00:00:00,14-15,15.03
2020-04-02 00:00:00,15-16,15.61
2020-04-02 00:00:00,16-17,16.79
2020-04-02 00:00:00,17-18,19.59
2020-04-02 00:00:00,18-19,24.02
2020-04-02 00:00:00,19-20,27.01
2020-04-02 00:00:00,20-21,25.98
2020-04-02 00:00:00,21-22,24.08
2020-04-02 00:00:00,22-23,24.94
2020-04-02 00:00:00,23-24,23.73
2020-04-01 00:00:00,00-01,24.03
2020-04-01 00:00:00,01-02,22.86
2020-04-01 00:00:00,02-03,22.07
2020-04-01 00:00:00,03-04,20.9
2020-04-01 00:00:00,04-05,20.72
2020-04-01 00:00:00,05-06,23.99
2020-04-01 00:00:00,06-07,26.5
2020-04-01 00:00:00,07-08,28.07
2020-04-01 00:00:00,08-09,28.85
2020-04-01 00:00:00,09-10,25.41
2020-04-01 00:00:00,10-11,21.95
2020-04-01 00:00:00,11-12,19.66
2020-04-01 00:00:00,12-13,19.04
2020-04-01 00:00:00,13-14,18.05
2020-04-01 00:00:00,14-15,16.92
2020-04-01 00:00:00,15-16,17.7
2020-04-01 00:00:00,16-17,18.48
2020-04-01 00:00:00,17-18,21.88
2020-04-01 00:00:00,18-19,26.46
2020-04-01 00:00:00,19-20,31.09
2020-04-01 00:00:00,20-21,29.49
2020-04-01 00:00:00,21-22,26.97
2020-04-01 00:00:00,22-23,27.07
2020-04-01 00:00:00,23-24,26.1
2020-03-31 00:00:00,00-01,25.96
2020-03-31 00:00:00,01-02,24.41
2020-03-31 00:00:00,02-03,24.01
2020-03-31 00:00:00,03-04,22.7
2020-03-31 00:00:00,04-05,21.88
2020-03-31 00:00:00,05-06,25.32
2020-03-31 00:00:00,06-07,33.21
2020-03-31 00:00:00,07-08,37.69
2020-03-31 00:00:00,08-09,34.59
2020-03-31 00:00:00,09-10,26.56
2020-03-31 00:00:00,10-11,22.08
2020-03-31 00:00:00,11-12,19.06
2020-03-31 00:00:00,12-13,19.41
2020-03-31 00:00:00,13-14,17.47
2020-03-31 00:00:00,14-15,17.06
2020-03-31 00:00:00,15-16,17.45
2020-03-31 00:00:00,16-17,17.61
2020-03-31 00:00:00,17-18,21.47
2020-03-31 00:00:00,18-19,26.59
2020-03-31 00:00:00,19-20,33.89
2020-03-31 00:00:00,20-21,29.88
2020-03-31 00:00:00,21-22,26.32
2020-03-31 00:00:00,22-23,25.46
2020-03-31 00:00:00,23-24,24.3
2020-03-30 00:00:00,00-01,20.09
2020-03-30 00:00:00,01-02,19.97
2020-03-30 00:00:00,02-03,19.91
2020-03-30 00:00:00,03-04,17.37
2020-03-30 00:00:00,04-05,18.33
2020-03-30 00:00:00,05-06,20.33
2020-03-30 00:00:00,06-07,25.21
2020-03-30 00:00:00,07-08,28.41
2020-03-30 00:00:00,08-09,28.78
2020-03-30 00:00:00,09-10,25.31
2020-03-30 00:00:00,10-11,22
2020-03-30 00:00:00,11-12,20.91
2020-03-30 00:00:00,12-13,20.32
2020-03-30 00:00:00,13-14,17.54
2020-03-30 00:00:00,14-15,16.49
2020-03-30 00:00:00,15-16,16.26
2020-03-30 00:00:00,16-17,17.03
2020-03-30 00:00:00,17-18,20.63
2020-03-30 00:00:00,18-19,27.4
2020-03-30 00:00:00,19-20,35.5
2020-03-30 00:00:00,20-21,31.92
2020-03-30 00:00:00,21-22,27.14
2020-03-30 00:00:00,22-23,26.67
2020-03-30 00:00:00,23-24,25.72
2020-03-28 00:00:00,00-01,22.52
2020-03-28 00:00:00,01-02,21.24
2020-03-28 00:00:00,02-03,21.45
2020-03-28 00:00:00,03-04,19.35
2020-03-28 00:00:00,04-05,18.93
2020-03-28 00:00:00,05-06,18.96
2020-03-28 00:00:00,06-07,19.19
2020-03-28 00:00:00,07-08,18.9
2020-03-28 00:00:00,08-09,16.38
2020-03-28 00:00:00,09-10,13.07
2020-03-28 00:00:00,10-11,10.02
2020-03-28 00:00:00,11-12,8.34
2020-03-28 00:00:00,12-13,6.37
2020-03-28 00:00:00,13-14,1.28
2020-03-28 00:00:00,14-15,-1.28
2020-03-28 00:00:00,15-16,3.92
2020-03-28 00:00:00,16-17,10.39
2020-03-28 00:00:00,17-18,16.47
2020-03-28 00:00:00,18-19,20.5
2020-03-28 00:00:00,19-20,22.63
2020-03-28 00:00:00,20-21,18.9
2020-03-28 00:00:00,21-22,18.16
2020-03-28 00:00:00,22-23,18.64
2020-03-28 00:00:00,23-24,17.03
2020-03-27 00:00:00,00-01,22.45
2020-03-27 00:00:00,01-02,20.98
2020-03-27 00:00:00,02-03,20.52
2020-03-27 00:00:00,03-04,19.98
2020-03-27 00:00:00,04-05,20.08
2020-03-27 00:00:00,05-06,21.93
2020-03-27 00:00:00,06-07,24.73
2020-03-27 00:00:00,07-08,26.12
2020-03-27 00:00:00,08-09,24.74
2020-03-27 00:00:00,09-10,21.54
2020-03-27 00:00:00,10-11,18.94
2020-03-27 00:00:00,11-12,18.08
2020-03-27 00:00:00,12-13,18.06
2020-03-27 00:00:00,13-14,16.06
2020-03-27 00:00:00,14-15,16.3
2020-03-27 00:00:00,15-16,17.47
2020-03-27 00:00:00,16-17,18.91
2020-03-27 00:00:00,17-18,23.77
2020-03-27 00:00:00,18-19,26.9
2020-03-27 00:00:00,19-20,31.12
2020-03-27 00:00:00,20-21,26.21
2020-03-27 00:00:00,21-22,24.03
2020-03-27 00:00:00,22-23,24.53
2020-03-27 00:00:00,23-24,24.61
2020-03-26 00:00:00,00-01,21.1
2020-03-26 00:00:00,01-02,20.04
2020-03-26 00:00:00,02-03,19.93
2020-03-26 00:00:00,03-04,19.24
2020-03-26 00:00:00,04-05,19.02
2020-03-26 00:00:00,05-06,20.98
2020-03-26 00:00:00,06-07,23.89
2020-03-26 00:00:00,07-08,25.27
2020-03-26 00:00:00,08-09,23.58
2020-03-26 00:00:00,09-10,20.08
2020-03-26 00:00:00,10-11,17.98
2020-03-26 00:00:00,11-12,17.17
2020-03-26 00:00:00,12-13,17.6
2020-03-26 00:00:00,13-14,16.63
2020-03-26 00:00:00,14-15,16.83
2020-03-26 00:00:00,15-16,18.19
2020-03-26 00:00:00,16-17,19.19
2020-03-26 00:00:00,17-18,23.91
2020-03-26 00:00:00,18-19,28.32
2020-03-26 00:00:00,19-20,34.54
2020-03-26 00:00:00,20-21,27.51
2020-03-26 00:00:00,21-22,24.35
2020-03-26 00:00:00,22-23,24.54
2020-03-26 00:00:00,23-24,23.89
2020-03-25 00:00:00,00-01,20.91
2020-03-25 00:00:00,01-02,20.04
2020-03-25 00:00:00,02-03,19.96
2020-03-25 00:00:00,03-04,19.53
2020-03-25 00:00:00,04-05,19.76
2020-03-25 00:00:00,05-06,21.91
2020-03-25 00:00:00,06-07,24.86
2020-03-25 00:00:00,07-08,26.37
2020-03-25 00:00:00,08-09,24.02
2020-03-25 00:00:00,09-10,20.05
2020-03-25 00:00:00,10-11,17.23
2020-03-25 00:00:00,11-12,17.06
2020-03-25 00:00:00,12-13,17.32
2020-03-25 00:00:00,13-14,16.3
2020-03-25 00:00:00,14-15,16.11
2020-03-25 00:00:00,15-16,16.36
2020-03-25 00:00:00,16-17,19.29
2020-03-25 00:00:00,17-18,24.3
2020-03-25 00:00:00,18-19,28.4
2020-03-25 00:00:00,19-20,33.93
2020-03-25 00:00:00,20-21,27
2020-03-25 00:00:00,21-22,23.6
2020-03-25 00:00:00,22-23,23.87
2020-03-25 00:00:00,23-24,22.43
2020-03-24 00:00:00,00-01,18.84
2020-03-24 00:00:00,01-02,17.56
2020-03-24 00:00:00,02-03,17.18
2020-03-24 00:00:00,03-04,16.61
2020-03-24 00:00:00,04-05,17.12
2020-03-24 00:00:00,05-06,19.08
2020-03-24 00:00:00,06-07,23.27
2020-03-24 00:00:00,07-08,23.94
2020-03-24 00:00:00,08-09,21.52
2020-03-24 00:00:00,09-10,16.58
2020-03-24 00:00:00,10-11,12.12
2020-03-24 00:00:00,11-12,12.39
2020-03-24 00:00:00,12-13,12.67
2020-03-24 00:00:00,13-14,11.03
2020-03-24 00:00:00,14-15,12.05
2020-03-24 00:00:00,15-16,14.92
2020-03-24 00:00:00,16-17,19
2020-03-24 00:00:00,17-18,23.61
2020-03-24 00:00:00,18-19,28.05
2020-03-24 00:00:00,19-20,31.37
2020-03-24 00:00:00,20-21,26.62
2020-03-24 00:00:00,21-22,21.5
2020-03-24 00:00:00,22-23,21.95
2020-03-24 00:00:00,23-24,21.33
2020-03-23 00:00:00,00-01,16.42
2020-03-23 00:00:00,01-02,13.95
2020-03-23 00:00:00,02-03,13.95
2020-03-23 00:00:00,03-04,11.97
2020-03-23 00:00:00,04-05,13.09
2020-03-23 00:00:00,05-06,17.1
2020-03-23 00:00:00,06-07,23.03
2020-03-23 00:00:00,07-08,24.64
2020-03-23 00:00:00,08-09,22.62
2020-03-23 00:00:00,09-10,16.17
2020-03-23 00:00:00,10-11,13.33
2020-03-23 00:00:00,11-12,12.56
2020-03-23 00:00:00,12-13,13.04
2020-03-23 00:00:00,13-14,12.53
2020-03-23 00:00:00,14-15,13.66
2020-03-23 00:00:00,15-16,14.87
2020-03-23 00:00:00,16-17,18.17
2020-03-23 00:00:00,17-18,24.97
2020-03-23 00:00:00,18-19,29.26
2020-03-23 00:00:00,19-20,33.2
2020-03-23 00:00:00,20-21,27.39
2020-03-23 00:00:00,21-22,23.17
2020-03-23 00:00:00,22-23,22.87
2020-03-23 00:00:00,23-24,21.54
2020-03-22 00:00:00,00-01,14.86
2020-03-22 00:00:00,01-02,12.07
2020-03-22 00:00:00,02-03,11
2020-03-22 00:00:00,03-04,9.07
2020-03-22 00:00:00,04-05,8.82
2020-03-22 00:00:00,05-06,9.95
2020-03-22 00:00:00,06-07,10.06
2020-03-22 00:00:00,07-08,8.38
2020-03-22 00:00:00,08-09,4.8
2020-03-22 00:00:00,09-10,-0.02
2020-03-22 00:00:00,10-11,-5.22
2020-03-22 00:00:00,11-12,-13.95
2020-03-22 00:00:00,12-13,-20.29
2020-03-22 00:00:00,13-14,-39.4
2020-03-22 00:00:00,14-15,-35.89
2020-03-22 00:00:00,15-16,-16.42
2020-03-22 00:00:00,16-17,0.79
2020-03-22 00:00:00,17-18,13.07
2020-03-22 00:00:00,18-19,19.84
2020-03-22 00:00:00,19-20,23.9
2020-03-22 00:00:00,20-21,19.91
2020-03-22 00:00:00,21-22,17.68
2020-03-22 00:00:00,22-23,19.05
2020-03-22 00:00:00,23-24,17.99
2020-03-21 00:00:00,00-01,17.87
2020-03-21 00:00:00,01-02,15.96
2020-03-21 00:00:00,02-03,16.05
2020-03-21 00:00:00,03-04,15.81
2020-03-21 00:00:00,04-05,16.3
2020-03-21 00:00:00,05-06,16.62
2020-03-21 00:00:00,06-07,16.63
2020-03-21 00:00:00,07-08,15.74
2020-03-21 00:00:00,08-09,16.18
2020-03-21 00:00:00,09-10,13.06
2020-03-21 00:00:00,10-11,8.83
2020-03-21 00:00:00,11-12,7.68
2020-03-21 00:00:00,12-13,8.76
2020-03-21 00:00:00,13-14,3.69
2020-03-21 00:00:00,14-15,1.72
2020-03-21 00:00:00,15-16,3.34
2020-03-21 00:00:00,16-17,8.85
2020-03-21 00:00:00,17-18,16.07
2020-03-21 00:00:00,18-19,20.02
2020-03-21 00:00:00,19-20,22.05
2020-03-21 00:00:00,20-21,18.1
2020-03-21 00:00:00,21-22,16.44
2020-03-21 00:00:00,22-23,17.05
2020-03-21 00:00:00,23-24,17.73
2020-03-20 00:00:00,00-01,23.25
2020-03-20 00:00:00,01-02,19.74
2020-03-20 00:00:00,02-03,18.91
2020-03-20 00:00:00,03-04,18.91
2020-03-20 00:00:00,04-05,19.05
2020-03-20 00:00:00,05-06,22.07
2020-03-20 00:00:00,06-07,27.16
2020-03-20 00:00:00,07-08,28.98
2020-03-20 00:00:00,08-09,28.74
2020-03-20 00:00:00,09-10,24.43
2020-03-20 00:00:00,10-11,21.47
2020-03-20 00:00:00,11-12,21.59
2020-03-20 00:00:00,12-13,19.92
2020-03-20 00:00:00,13-14,18.94
2020-03-20 00:00:00,14-15,18.95
2020-03-20 00:00:00,15-16,20.01
2020-03-20 00:00:00,16-17,21.26
2020-03-20 00:00:00,17-18,25.4
2020-03-20 00:00:00,18-19,28.26
2020-03-20 00:00:00,19-20,29.26
2020-03-20 00:00:00,20-21,24.1
2020-03-20 00:00:00,21-22,20.48
2020-03-20 00:00:00,22-23,20.95
2020-03-20 00:00:00,23-24,20.43
2020-03-19 00:00:00,00-01,25.79
2020-03-19 00:00:00,01-02,23.38
2020-03-19 00:00:00,02-03,21.83
2020-03-19 00:00:00,03-04,21.54
2020-03-19 00:00:00,04-05,21.65
2020-03-19 00:00:00,05-06,23.75
2020-03-19 00:00:00,06-07,30.3
2020-03-19 00:00:00,07-08,33.09
2020-03-19 00:00:00,08-09,32.52
2020-03-19 00:00:00,09-10,26.63
2020-03-19 00:00:00,10-11,21.89
2020-03-19 00:00:00,11-12,21.81
2020-03-19 00:00:00,12-13,21.36
2020-03-19 00:00:00,13-14,21.08
2020-03-19 00:00:00,14-15,21.83
2020-03-19 00:00:00,15-16,22.69
2020-03-19 00:00:00,16-17,26.09
2020-03-19 00:00:00,17-18,29.75
2020-03-19 00:00:00,18-19,33.02
2020-03-19 00:00:00,19-20,37.68
2020-03-19 00:00:00,20-21,31.82
2020-03-19 00:00:00,21-22,28.07
2020-03-19 00:00:00,22-23,27.68
2020-03-19 00:00:00,23-24,25.47
2020-03-18 00:00:00,00-01,23.95
2020-03-18 00:00:00,01-02,22.68
2020-03-18 00:00:00,02-03,21.64
2020-03-18 00:00:00,03-04,22.1
2020-03-18 00:00:00,04-05,21.78
2020-03-18 00:00:00,05-06,23.01
2020-03-18 00:00:00,06-07,28.16
2020-03-18 00:00:00,07-08,30.33
2020-03-18 00:00:00,08-09,30.57
2020-03-18 00:00:00,09-10,24.95
2020-03-18 00:00:00,10-11,21.96
2020-03-18 00:00:00,11-12,20.67
2020-03-18 00:00:00,12-13,20.41
2020-03-18 00:00:00,13-14,20.76
2020-03-18 00:00:00,14-15,21.22
2020-03-18 00:00:00,15-16,23.01
2020-03-18 00:00:00,16-17,25.94
2020-03-18 00:00:00,17-18,30.07
2020-03-18 00:00:00,18-19,34.94
2020-03-18 00:00:00,19-20,40.76
2020-03-18 00:00:00,20-21,34.01
2020-03-18 00:00:00,21-22,30.91
2020-03-18 00:00:00,22-23,30.19
2020-03-18 00:00:00,23-24,27.9
2020-03-17 00:00:00,00-01,28.5
2020-03-17 00:00:00,01-02,26.3
2020-03-17 00:00:00,02-03,24.7
2020-03-17 00:00:00,03-04,24.85
2020-03-17 00:00:00,04-05,24.49
2020-03-17 00:00:00,05-06,27.26
2020-03-17 00:00:00,06-07,34.93
2020-03-17 00:00:00,07-08,36.99
2020-03-17 00:00:00,08-09,36.91
2020-03-17 00:00:00,09-10,33.55
2020-03-17 00:00:00,10-11,30
2020-03-17 00:00:00,11-12,27.99
2020-03-17 00:00:00,12-13,25.41
2020-03-17 00:00:00,13-14,24.24
2020-03-17 00:00:00,14-15,25.41
2020-03-17 00:00:00,15-16,25.29
2020-03-17 00:00:00,16-17,26.96
2020-03-17 00:00:00,17-18,32.03
2020-03-17 00:00:00,18-19,36.6
2020-03-17 00:00:00,19-20,40.24
2020-03-17 00:00:00,20-21,34.25
2020-03-17 00:00:00,21-22,29.9
2020-03-17 00:00:00,22-23,29.94
2020-03-17 00:00:00,23-24,27.76
2020-03-16 00:00:00,00-01,22.08
2020-03-16 00:00:00,01-02,21.24
2020-03-16 00:00:00,02-03,20.4
2020-03-16 00:00:00,03-04,20.01
2020-03-16 00:00:00,04-05,20.41
2020-03-16 00:00:00,05-06,24.45
2020-03-16 00:00:00,06-07,34.36
2020-03-16 00:00:00,07-08,36.88
2020-03-16 00:00:00,08-09,36.16
2020-03-16 00:00:00,09-10,33.24
2020-03-16 00:00:00,10-11,28.7
2020-03-16 00:00:00,11-12,26.05
2020-03-16 00:00:00,12-13,24.08
2020-03-16 00:00:00,13-14,24.88
2020-03-16 00:00:00,14-15,25.96
2020-03-16 00:00:00,15-16,30.24
2020-03-16 00:00:00,16-17,34.29
2020-03-16 00:00:00,17-18,36.94
2020-03-16 00:00:00,18-19,52.89
2020-03-16 00:00:00,19-20,64.41
2020-03-16 00:00:00,20-21,43.02
2020-03-16 00:00:00,21-22,35.96
2020-03-16 00:00:00,22-23,35.94
2020-03-16 00:00:00,23-24,34.43
2020-03-15 00:00:00,00-01,23.92
2020-03-15 00:00:00,01-02,20.78
2020-03-15 00:00:00,02-03,17.02
2020-03-15 00:00:00,03-04,13.77
2020-03-15 00:00:00,04-05,13.12
2020-03-15 00:00:00,05-06,12.93
2020-03-15 00:00:00,06-07,15
2020-03-15 00:00:00,07-08,12.05
2020-03-15 00:00:00,08-09,9.48
2020-03-15 00:00:00,09-10,5.02
2020-03-15 00:00:00,10-11,0.03
2020-03-15 00:00:00,11-12,-10.01
2020-03-15 00:00:00,12-13,-15.38
2020-03-15 00:00:00,13-14,-34.89
2020-03-15 00:00:00,14-15,-38.36
2020-03-15 00:00:00,15-16,-15
2020-03-15 00:00:00,16-17,2.92
2020-03-15 00:00:00,17-18,13.58
2020-03-15 00:00:00,18-19,26.89
2020-03-15 00:00:00,19-20,31.55
2020-03-15 00:00:00,20-21,29.46
2020-03-15 00:00:00,21-22,26.45
2020-03-15 00:00:00,22-23,28.18
2020-03-15 00:00:00,23-24,25.07
2020-03-14 00:00:00,00-01,33.03
2020-03-14 00:00:00,01-02,31.45
2020-03-14 00:00:00,02-03,30.93
2020-03-14 00:00:00,03-04,29.27
2020-03-14 00:00:00,04-05,29.75
2020-03-14 00:00:00,05-06,31.42
2020-03-14 00:00:00,06-07,35.03
2020-03-14 00:00:00,07-08,35.9
2020-03-14 00:00:00,08-09,34.98
2020-03-14 00:00:00,09-10,33.05
2020-03-14 00:00:00,10-11,28.27
2020-03-14 00:00:00,11-12,25.83
2020-03-14 00:00:00,12-13,25.03
2020-03-14 00:00:00,13-14,23.3
2020-03-14 00:00:00,14-15,23.28
2020-03-14 00:00:00,15-16,24.48
2020-03-14 00:00:00,16-17,26.09
2020-03-14 00:00:00,17-18,32.37
2020-03-14 00:00:00,18-19,36.95
2020-03-14 00:00:00,19-20,37.57
2020-03-14 00:00:00,20-21,33.99
2020-03-14 00:00:00,21-22,28.27
2020-03-14 00:00:00,22-23,27.85
2020-03-14 00:00:00,23-24,26.09
2020-03-13 00:00:00,00-01,23
2020-03-13 00:00:00,01-02,21.07
2020-03-13 00:00:00,02-03,18.03
2020-03-13 00:00:00,03-04,15.07
2020-03-13 00:00:00,04-05,16.04
2020-03-13 00:00:00,05-06,22.77
2020-03-13 00:00:00,06-07,30.51
2020-03-13 00:00:00,07-08,34.08
2020-03-13 00:00:00,08-09,34.33
2020-03-13 00:00:00,09-10,28.12
2020-03-13 00:00:00,10-11,24.59
2020-03-13 00:00:00,11-12,24.2
2020-03-13 00:00:00,12-13,22.46
2020-03-13 00:00:00,13-14,19.9
2020-03-13 00:00:00,14-15,20.3
2020-03-13 00:00:00,15-16,22.65
2020-03-13 00:00:00,16-17,26.79
2020-03-13 00:00:00,17-18,31.98
2020-03-13 00:00:00,18-19,38.23
2020-03-13 00:00:00,19-20,43.09
2020-03-13 00:00:00,20-21,38.4
2020-03-13 00:00:00,21-22,37.33
2020-03-13 00:00:00,22-23,37.34
2020-03-13 00:00:00,23-24,35.84
2020-03-12 00:00:00,00-01,20.02
2020-03-12 00:00:00,01-02,15.02
2020-03-12 00:00:00,02-03,10.03
2020-03-12 00:00:00,03-04,5
2020-03-12 00:00:00,04-05,3.06
2020-03-12 00:00:00,05-06,13.42
2020-03-12 00:00:00,06-07,26.04
